# wavenumber (k), Specular Transmittance [-]
125.83213000,  0.01382000
126.07319000,  0.01349000
126.31424000,  0.01214000
126.55530000,  0.01030000
126.79636000,  0.00885000
127.03742000,  0.00824000
127.27848000,  0.00826000
127.51953000,  0.00840000
127.76059000,  0.00813000
128.00165000,  0.00749000
128.24271000,  0.00694000
128.48376000,  0.00697000
128.72482000,  0.00767000
128.96588000,  0.00865000
129.20694000,  0.00932000
129.44799000,  0.00934000
129.68905000,  0.00880000
129.93011000,  0.00804000
130.17117000,  0.00735000
130.41223000,  0.00673000
130.65328000,  0.00617000
130.89434000,  0.00568000
131.13540000,  0.00543000
131.37646000,  0.00561000
131.61751000,  0.00636000
131.85857000,  0.00740000
132.09963000,  0.00831000
132.34069000,  0.00865000
132.58174000,  0.00863000
132.82280000,  0.00856000
133.06386000,  0.00868000
133.30492000,  0.00903000
133.54598000,  0.00950000
133.78703000,  0.00992000
134.02809000,  0.01009000
134.26915000,  0.00973000
134.51021000,  0.00890000
134.75126000,  0.00781000
134.99232000,  0.00679000
135.23338000,  0.00618000
135.47444000,  0.00604000
135.71550000,  0.00617000
135.95655000,  0.00627000
136.19761000,  0.00619000
136.43867000,  0.00590000
136.67973000,  0.00546000
136.92078000,  0.00505000
137.16184000,  0.00478000
137.40290000,  0.00483000
137.64396000,  0.00532000
137.88501000,  0.00629000
138.12607000,  0.00766000
138.36713000,  0.00912000
138.60819000,  0.01015000
138.84925000,  0.01025000
139.09030000,  0.00920000
139.33136000,  0.00769000
139.57242000,  0.00674000
139.81348000,  0.00699000
140.05453000,  0.00830000
140.29559000,  0.00985000
140.53665000,  0.01072000
140.77771000,  0.01054000
141.01876000,  0.00958000
141.25982000,  0.00844000
141.50088000,  0.00755000
141.74194000,  0.00702000
141.98300000,  0.00671000
142.22405000,  0.00653000
142.46511000,  0.00646000
142.70617000,  0.00649000
142.94723000,  0.00649000
143.18828000,  0.00646000
143.42934000,  0.00647000
143.67040000,  0.00667000
143.91146000,  0.00708000
144.15252000,  0.00753000
144.39357000,  0.00770000
144.63463000,  0.00743000
144.87569000,  0.00692000
145.11675000,  0.00660000
145.35780000,  0.00671000
145.59886000,  0.00707000
145.83992000,  0.00730000
146.08098000,  0.00718000
146.32203000,  0.00685000
146.56309000,  0.00664000
146.80415000,  0.00665000
147.04521000,  0.00671000
147.28627000,  0.00651000
147.52732000,  0.00594000
147.76838000,  0.00518000
148.00944000,  0.00475000
148.25050000,  0.00488000
148.49155000,  0.00535000
148.73261000,  0.00575000
148.97367000,  0.00576000
149.21473000,  0.00541000
149.45579000,  0.00503000
149.69684000,  0.00494000
149.93790000,  0.00546000
150.17896000,  0.00655000
150.42002000,  0.00794000
150.66107000,  0.00914000
150.90213000,  0.00989000
151.14319000,  0.01014000
151.38425000,  0.00999000
151.62530000,  0.00949000
151.86636000,  0.00897000
152.10742000,  0.00857000
152.34848000,  0.00831000
152.58954000,  0.00800000
152.83059000,  0.00744000
153.07165000,  0.00648000
153.31271000,  0.00528000
153.55377000,  0.00408000
153.79482000,  0.00364000
154.03588000,  0.00419000
154.27694000,  0.00546000
154.51800000,  0.00669000
154.75905000,  0.00755000
155.00011000,  0.00774000
155.24117000,  0.00729000
155.48223000,  0.00652000
155.72329000,  0.00589000
155.96434000,  0.00574000
156.20540000,  0.00612000
156.44646000,  0.00673000
156.68752000,  0.00717000
156.92857000,  0.00714000
157.16963000,  0.00660000
157.41069000,  0.00578000
157.65175000,  0.00509000
157.89281000,  0.00485000
158.13386000,  0.00511000
158.37492000,  0.00563000
158.61598000,  0.00603000
158.85704000,  0.00593000
159.09809000,  0.00522000
159.33915000,  0.00384000
159.58021000,  0.00259000
159.82127000,  0.00186000
160.06232000,  0.00159000
160.30338000,  0.00132000
160.54444000,  0.00099000
160.78550000,  0.00079000
161.02656000,  0.00106000
161.26761000,  0.00182000
161.50867000,  0.00284000
161.74973000,  0.00380000
161.99079000,  0.00456000
162.23184000,  0.00520000
162.47290000,  0.00576000
162.71396000,  0.00617000
162.95502000,  0.00642000
163.19608000,  0.00653000
163.43713000,  0.00656000
163.67819000,  0.00660000
163.91925000,  0.00658000
164.16031000,  0.00639000
164.40136000,  0.00602000
164.64242000,  0.00547000
164.88348000,  0.00485000
165.12454000,  0.00423000
165.36559000,  0.00379000
165.60665000,  0.00352000
165.84771000,  0.00334000
166.08877000,  0.00323000
166.32983000,  0.00331000
166.57088000,  0.00367000
166.81194000,  0.00429000
167.05300000,  0.00485000
167.29406000,  0.00534000
167.53511000,  0.00577000
167.77617000,  0.00616000
168.01723000,  0.00650000
168.25829000,  0.00680000
168.49934000,  0.00692000
168.74040000,  0.00680000
168.98146000,  0.00647000
169.22252000,  0.00616000
169.46358000,  0.00604000
169.70463000,  0.00604000
169.94569000,  0.00603000
170.18675000,  0.00592000
170.42781000,  0.00578000
170.66886000,  0.00578000
170.90992000,  0.00600000
171.15098000,  0.00629000
171.39204000,  0.00646000
171.63310000,  0.00639000
171.87415000,  0.00604000
172.11521000,  0.00559000
172.35627000,  0.00516000
172.59733000,  0.00486000
172.83838000,  0.00467000
173.07944000,  0.00454000
173.32050000,  0.00434000
173.56156000,  0.00401000
173.80261000,  0.00357000
174.04367000,  0.00315000
174.28473000,  0.00284000
174.52579000,  0.00273000
174.76685000,  0.00278000
175.00790000,  0.00297000
175.24896000,  0.00326000
175.49002000,  0.00366000
175.73108000,  0.00417000
175.97213000,  0.00478000
176.21319000,  0.00540000
176.45425000,  0.00590000
176.69531000,  0.00619000
176.93636000,  0.00625000
177.17742000,  0.00612000
177.41848000,  0.00581000
177.65954000,  0.00525000
177.90060000,  0.00456000
178.14165000,  0.00391000
178.38271000,  0.00355000
178.62377000,  0.00359000
178.86483000,  0.00398000
179.10588000,  0.00451000
179.34694000,  0.00487000
179.58800000,  0.00475000
179.82906000,  0.00427000
180.07012000,  0.00355000
180.31117000,  0.00280000
180.55223000,  0.00234000
180.79329000,  0.00225000
181.03435000,  0.00252000
181.27540000,  0.00298000
181.51646000,  0.00328000
181.75752000,  0.00343000
181.99858000,  0.00337000
182.23963000,  0.00308000
182.48069000,  0.00239000
182.72175000,  0.00166000
182.96281000,  0.00127000
183.20387000,  0.00152000
183.44492000,  0.00242000
183.68598000,  0.00373000
183.92704000,  0.00509000
184.16810000,  0.00609000
184.40915000,  0.00646000
184.65021000,  0.00626000
184.89127000,  0.00565000
185.13233000,  0.00491000
185.37339000,  0.00427000
185.61444000,  0.00384000
185.85550000,  0.00363000
186.09656000,  0.00363000
186.33762000,  0.00386000
186.57867000,  0.00430000
186.81973000,  0.00482000
187.06079000,  0.00527000
187.30185000,  0.00555000
187.54290000,  0.00565000
187.78396000,  0.00557000
188.02502000,  0.00523000
188.26608000,  0.00444000
188.50714000,  0.00332000
188.74819000,  0.00223000
188.98925000,  0.00169000
189.23031000,  0.00196000
189.47137000,  0.00293000
189.71242000,  0.00403000
189.95348000,  0.00466000
190.19454000,  0.00443000
190.43560000,  0.00367000
190.67665000,  0.00290000
190.91771000,  0.00254000
191.15877000,  0.00268000
191.39983000,  0.00313000
191.64089000,  0.00363000
191.88194000,  0.00401000
192.12300000,  0.00426000
192.36406000,  0.00453000
192.60512000,  0.00481000
192.84617000,  0.00501000
193.08723000,  0.00501000
193.32829000,  0.00480000
193.56935000,  0.00445000
193.81041000,  0.00409000
194.05146000,  0.00383000
194.29252000,  0.00368000
194.53358000,  0.00353000
194.77464000,  0.00325000
195.01569000,  0.00277000
195.25675000,  0.00213000
195.49781000,  0.00157000
195.73887000,  0.00133000
195.97992000,  0.00157000
196.22098000,  0.00230000
196.46204000,  0.00339000
196.70310000,  0.00456000
196.94416000,  0.00557000
197.18521000,  0.00616000
197.42627000,  0.00619000
197.66733000,  0.00564000
197.90839000,  0.00463000
198.14944000,  0.00350000
198.39050000,  0.00263000
198.63156000,  0.00229000
